Codigo;CodBarras;Descripcion;exisMerida;exisCaracas;Marca;Precio;Oferta;Grupo;Vence;Principio;Escala;DescXEscala;Bonifica;CantBonifica
95384;7591012010000;BETAYODINE SOLUCION 100 ML LYA;96;0;LYA;13.12;13.12;MEDICAMENTOS;2024-11-25;YODOPOLIVINILPIRROLIDONA;0.00;0.00;0.000;0.000
98655;8905063001792;BETHINA 16MG TAB X 30 ZORIAK;0;2;ZORIAK;27.90;27.90;MEDICAMENTOS;NULL;BETAHISTINA (16 mg);0.00;0.00;0.000;0.000
09011;8904307701146;BETNOWELL 4MG (BETAMETASONA) INY (U.M 10);11;0;WELLONA PHARMA;2.25;1.91;INYECTABLES;2023-11-25;BETAMETASONA ;1.00;15.00;0.000;0.000
9150073;7891058001100;BI PROFENID 150MG TABCR BL10 SANOFI;95;102;SANOFI;54.62;54.62;MEDICAMENTOS;2023-08-25;KETOPROFENO ;0.00;0.00;0.000;0.000
30130;7592368003364;BICARBONATO DE SODIO 100 G FSI;89;0;FSI;8.54;7.86;PATENTADOS NATURALES;2022-11-25;BICARBONATO DE SODIO (Reformulado);1.00;8.00;0.000;0.000
95367;7599028000619;BICARBONATO DE SODIO 20 G LYA;330;1;LYA;4.11;3.70;PATENTADOS NATURALES;2025-02-25;BICARBONATO DE SODIO ;1.00;10.00;0.000;0.000
63520;7591616001527;BICARBONATO DE SODIO 20GR BIOFARCO;784;0;BIOFARCO;5.09;4.07;PATENTADOS NATURALES;2024-08-25;BICARBONATO DE SODIO ;1.00;20.00;0.000;0.000
36599;7592141000313;BICARBONATO DE SODIO X 25 GRS FINE CHEMICALS;10052;0;FINE CHEMICALS;5.78;5.78;PATENTADOS NATURALES;2023-07-25;ACIDO BORICO;0.00;0.00;0.000;0.000
759266;7592601303626;BICOL HCT 160/12.5 MG X 14 TAB  MEYER;42;145;MEYER;36.93;36.93;MEDICAMENTOS;2023-09-25;VALSARTAN-HIDROCLOROTIAZIDA;0.00;0.00;0.000;0.000
2000811;7598455000254;BIOCAIN HIPERBARA AL 5% X 2 ML CAJA X 10 AMP;0;18;BIOGLASS;59.78;59.78;INYECTABLES;NULL;LIDOCAINA;0.00;0.00;0.000;0.000
200082;7598455000179;BIOCEF 1G VIAL IV X 1 AMP BIOGLASS;592;201;BIOGLASS;4.01;4.01;INYECTABLES;2024-09-25;CEFTRIAXONA;0.00;0.00;0.000;0.000
47004;7591519317695;BIOCOR 20MG X 10 TAB CALOX;0;100;CALOX INTERNACIONAL;11.36;10.22;MEDICAMENTOS;NULL;OLMESARTAN ;3.00;10.00;0.000;0.000
32577;7591519000146;BIOCOR 20MG X 30 TAB CALOX;42;86;CALOX;25.95;25.95;MEDICAMENTOS;2025-02-25;OLMESARTAN ;0.00;0.00;0.000;0.000
20201;7591519317664;BIOCOR 20MG/12.5MG HCT X 10 TAB CALOX;41;42;CALOX INTERNACIONAL;14.60;14.60;MEDICAMENTOS;2024-02-25;HIDROCLOROTIAZIDA -OLMESARTAN;0.00;0.00;0.000;0.000
000031;7591519316254;BIOCOR 20MG/12.5MG HCT X 30 TAB CALOX;61;1;CALOX;38.44;38.44;MEDICAMENTOS;2024-02-25;HIDROCLOROTIAZIDA -OLMESARTAN;0.00;0.00;0.000;0.000
2048;7591519317701;BIOCOR 40MG X 10 TAB CALOX;128;28;CALOX INTERNACIONAL;17.84;16.06;MEDICAMENTOS;2023-07-25;OLMESARTAN ;3.00;10.00;0.000;0.000
32578;7591519000122;BIOCOR 40MG X 30 TAB CALOX;274;78;CALOX;47.05;47.05;MEDICAMENTOS;2024-02-25;OLMESARTAN ;0.00;0.00;0.000;0.000
36747;7591519317657;BIOCOR 40MG/12.5MG HCT X 10 TAB CALOX;149;49;CALOX INTERNACIONAL;19.48;17.53;MEDICAMENTOS;2024-02-25;HIDROCLOROTIAZIDA -OLMESARTAN;2.00;10.00;0.000;0.000
000032;7591519316261;BIOCOR 40MG/12.5MG HCT X 30 TAB CALOX;129;75;CALOX;50.29;45.26;MEDICAMENTOS;2024-02-25;HIDROCLOROTIAZIDA -OLMESARTAN;1.00;10.00;0.000;0.000
38677;7591519317671;BIOCOR AMLO 20 MG - 5 MG X 10 TAB CALOX;144;75;CALOX INTERNACIONAL;12.98;11.68;MEDICAMENTOS;2023-11-25;AMLODIPINA-OLMESARTAN ;2.00;10.00;0.000;0.000
38575;7591519316247;BIOCOR AMLO 20 MG - 5 MG X 30 TAB CALOX;176;35;CALOX;32.45;32.45;MEDICAMENTOS;2023-07-25;AMLODIPINA-OLMESARTAN ;0.00;0.00;0.000;0.000
38676;7591519317688;BIOCOR AMLO 40 MG - 5 MG X 10 TAB CALOX;67;157;CALOX INTERNACIONAL;16.22;14.60;MEDICAMENTOS;2024-02-25;AMLODIPINA-OLMESARTAN ;2.00;10.00;0.000;0.000
38574;7591519316230;BIOCOR AMLO 40 MG - 5 MG X 30 TAB CALOX;68;132;CALOX;38.93;38.93;MEDICAMENTOS;2024-02-25;AMLODIPINA-OLMESARTAN ;0.00;0.00;0.000;0.000
598455;7598455000209;BIOFENIT 250MG/5ML IV/I.M CAJA X 10 AMP;29;16;BIOGLASS;63.45;63.45;INYECTABLES;2023-04-25;DIFENILHIDANTOINA;0.00;0.00;0.000;0.000
775716;;BIOGERMEX CLINICO X 140 ML  (DESINFENTANTE);139;0;DROGUERIA SANTE;21.44;21.44;MISCELANEOS;2023-01-25;;0.00;0.00;0.000;0.000
759190;7591885000948;BIOSANITI GEL ANTIBACTERI NEUTRO 100ML DAWGUT;18;80;SATIVA 18 C.A.;4.65;3.72;MISCELANEOS;2025-03-25;;1.00;20.00;0.000;0.000
713599;7591885001600;BIOSANITI GEL ANTIBACTERI NEUTRO 200ML DAWGUT;49;65;SATIVA 18 C.A.;8.33;6.66;MISCELANEOS;2024-04-25;;1.00;20.00;0.000;0.000
27875;7591885001525;BIOSANITI GEL ANTIBACTERIAL BABY 100ML DAWGUT;64;112;SATIVA 18 C.A.;4.66;3.73;MISCELANEOS;2025-03-25;;1.00;20.00;0.000;0.000
200093;7598455000278;BIOSETRON 8MG / 4ML IV/IM CAJA X 10 AMP BIOG;364;9;BIOGLASS;15.26;15.26;MEDICAMENTOS;2023-09-25;ONDANSETRON ;0.00;0.00;0.000;0.000
200094;7598455000261;BIOSTIGMIN 0.50 / 1ML IV CAJA X 10 AMP BIOGLA;3;14;BIOGLASS;20.99;20.99;INYECTABLES;2023-10-25;NEOSTIGMINA METILSULFATO ;0.00;0.00;0.000;0.000
52698;7591585217165;BIOTALOL 5MG X 30 CR LETI;1;0;LETI;29.41;23.53;MEDICAMENTOS;NULL;BISOPROL ;1.00;20.00;0.000;0.000
685881;685239846881;BIOTINA COMPLEX 2100 MCG X 30 CAPS NATURISTI;0;14;NATURISTIK;20.04;16.03;MEDICAMENTOS;NULL;CALCIO (600 mg);1.00;20.00;0.000;0.000
685898;685239846898;BIOTINA COMPLEX 2100 MCG X 60 CAPS NATURISTI;34;63;NATURISTIK;28.61;22.89;MEDICAMENTOS;2023-06-25;CALCIO (600 mg);1.00;20.00;0.000;0.000
200095;7598455000162;BIOTRANEX 500MG / 5ML IV CAJA X 10 BIOGLASS;24;20;BIOGLASS;68.06;68.06;INYECTABLES;2022-09-25;ACIDO TRANEXAMICO ;0.00;0.00;0.000;0.000
200096;7598455000155;BIOVIT C 500MG / 5ML IV CAJA X 10 BIOGLASS;27;18;BIOGLASS;27.98;27.98;INYECTABLES;2023-10-25;VITAMINA C;0.00;0.00;0.000;0.000
779194;7794207084194;BIOXILINA (AMOXICILINA) 500MG BIOSINTEX;197;210;BIOSINTEX;16.53;16.53;MEDICAMENTOS;2023-01-25;AMOXICILINA;0.00;0.00;0.000;0.000
36915;7596246002654;BIPA SACHET AROMÁTICO WHITE COTTOM;1;0;BIPA;4.95;4.95;MISCELANEOS;2023-06-25;;0.00;0.00;0.000;0.000
36905;;BIPA VELAS 13,5 CM X 80 UNIDADES;1;0;BIPA;66.14;59.53;MISCELANEOS;2000-00-25;;1.00;10.00;0.000;0.000
100257;7592432002576;BIPRIN 300mg CAP x 10 VIVAX;2;21;VIVAX;15.48;14.71;MEDICAMENTOS;NULL;PIRIDOXINA;1.00;5.00;0.000;0.000
72361;7592349723618;BIPROLIL 2,5 MG CR X 15 VARGAS;1;162;VARGAS;10.34;6.20;MEDICAMENTOS;2023-07-25;BISOPROL ;1.00;40.00;0.000;0.000
72355;7592349723557;BIPROLIL 5 MG CR X 15 VARGAS;113;60;VARGAS;14.20;8.52;MEDICAMENTOS;2023-07-25;BISOPROL ;1.00;40.00;0.000;0.000
759205;7598176000205;BISOPROLOL 10MG X 30TAB ANGELUS;364;200;ANGELUS;21.37;21.37;MEDICAMENTOS;2024-06-25;BISOPROLOL;0.00;0.00;0.000;0.000
92012;7597758000091;BISOPROLOL 2.5MG + HCT 6.25 MG X 15 ALESS;120;28;ALESS;12.63;12.25;MEDICAMENTOS;2024-06-25;BISOPROLOL -HIDROCLOROTIAZIDA ;1.00;3.00;0.000;0.000
307001;7598429000198;BISOPROLOL 2.5MG X 10 TAB CAMBRIDGE;295;867;CAMBRIDGE;5.72;5.72;MEDICAMENTOS;2023-10-25;BISOPROLOL;0.00;0.00;0.000;0.000
92010;7597758000114;BISOPROLOL 2.5MG X 30 TAB ALESS;956;1068;ALESS;19.54;15.63;MEDICAMENTOS;2023-05-25;BISOPROL ;1.00;20.00;0.000;0.000
15562;7597758000107;BISOPROLOL 5MG + HCT 6.25 MG X 15 ALESS;100;40;ALESS;15.79;15.32;MEDICAMENTOS;2024-06-25;BISOPROLOL -HIDROCLOROTIAZIDA ;1.00;3.00;0.000;0.000
92011;7597758000121;BISOPROLOL 5MG X 30 TAB ALESS;998;1258;ALESS;24.99;19.99;MEDICAMENTOS;2023-05-25;BISOPROL ;1.00;20.00;0.000;0.000
720143;720524031143;BISOPROLOL FUMARATO 2.5MG X 30 LATTAN;334;92;LATTAN;16.56;14.90;MEDICAMENTOS;2023-12-25;BISOPROLOL;1.00;10.00;0.000;0.000
25022021;7596139000859;BLANKY´S BLANQUEA QUITAMAN R/BLANCA 1L SOM;0;38;SOMA;9.76;8.78;MISCELANEOS;2022-08-25;PEROXIDO DE HIDROGENO;2.00;10.00;0.000;0.000
25022022;7596139000880;BLANKY´S REMOVEDOR QUITAMA.R/COLOR 1L SOM;0;38;SOMA;10.06;9.05;MISCELANEOS;NULL;PEROXIDO DE HIDROGENO;2.00;10.00;0.000;0.000
70803;7591822001649;BLANQUEADOR 1LT SOKI;0;1;NATURISTIK;8.00;6.40;MISCELANEOS;2023-07-25;;1.00;20.00;0.000;0.000
80537;7591243805376;BLOCAX 16MG TAB. X 30 BIOTECH;84;324;BIOTECH;41.65;33.32;MEDICAMENTOS;2023-08-25;CANDESARTAN ;1.00;20.00;0.000;0.000
805384;;BLOCAX 16MG X 10T (BLIS) BIOTECH;11;0;BIOTECH;188.03;178.63;MEDICAMENTOS;2023-05-25;CANDESARTAN ;1.00;5.00;0.000;0.000
805384-1;7591243805383;BLOCAX 16MG X 150 TAB BIOTECH;66;532;BIOTECH;188.10;150.48;MEDICAMENTOS;2023-09-25;CANDESARTAN ;1.00;20.00;0.000;0.000
805346;;BLOCAX 8MG X 10 TAB (BLIST) BIOTECH;0;8;BIOTECH;157.31;149.44;MEDICAMENTOS;NULL;CANDESARTAN ;1.00;5.00;0.000;0.000
805346-1;7591243805345;BLOCAX 8MG X 150 TAB  BIOTECH;42;675;BIOTECH;157.25;94.35;MEDICAMENTOS;2023-01-25;CANDESARTAN ;1.00;40.00;0.000;0.000
91577;7591243805338;BLOCAX 8MG X 30 TAB BIOTECH;312;925;BIOTECH;35.31;21.19;MEDICAMENTOS;2023-08-25;CANDESARTAN ;1.00;40.00;0.000;0.000
14100;7591519000405;BLOKXA 10MG X 14 TAB MCK;232;327;MCK;49.40;49.40;MEDICAMENTOS;2024-02-25;RIVAROXABAN;0.00;0.00;0.000;0.000
14112;7591519000412;BLOKXA 15MG X 14 TAB MCK;785;502;MCK;52.80;50.16;MEDICAMENTOS;2023-11-25;RIVAROXABAN;1.00;5.00;0.000;0.000
14111;7591519000429;BLOKXA 20MG X 14 TAB MCK;694;843;MCK;69.85;69.85;MEDICAMENTOS;2023-10-25;RIVAROXABAN;0.00;0.00;0.000;0.000
723611;723592772611;BOLSA DE ORINA 2000ML CON VALVULA T;293;362;BRIUTCARE;3.82;3.25;DESCARTABLES;2026-09-25;;1.00;15.00;0.000;0.000
2020010202;7597467000535;BOLSA RECOLE/D ORINA 2000ML X1 UND  PLUSMEDIC;765;311;PLUSMEDIC;3.31;2.98;DESCARTABLES;2026-04-25;;1.00;10.00;0.000;0.000
90332;7591821903326;BONAMES 150 mg TAB REC X 1 FARMA;206;131;FARMA;21.80;20.49;MEDICAMENTOS;2023-05-25;ACIDO IBANDRONICO ;1.00;6.00;0.000;0.000
18578;7703333007601;BONAVEN AVENA BARRA LIMP  X 120 G MEDIHEALTH;64;50;MEDIHEALTH;62.30;62.30;MISCELANEOS;2024-03-25;AVENA COLOIDAL;0.00;0.00;0.000;0.000
68578;7703333007618;BONAVEN LOCIÓN LIMPIAD FCO. X 120 ML MEDIHEAL;116;101;MEDIHEALTH;70.08;70.08;MISCELANEOS;2025-03-25;AVENA COLOIDAL;0.00;0.00;0.000;0.000
68945;7591012027008;BÓRAX 20 G LYA;303;93;LYA;4.91;4.42;PATENTADOS NATURALES;2024-11-25;BORAX;1.00;10.00;0.000;0.000
525060;7591808525060;BOROCANFOR CREMA 80G VITA;0;1;VITA C.A.;15.65;15.65;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
525114;7591808525114;BOROCANFOR RELAX ANTI-ROCE 14G VITA;14;0;VITA C.A.;13.75;13.75;MISCELANEOS;2023-12-25;;0.00;0.00;0.000;0.000
52512;7591808525121;BOROCANFOR RELAX PIES CANSADOS 105G VITA;0;8;VITA C.A.;14.89;14.89;MEDICAMENTOS;NULL;;0.00;0.00;0.000;0.000
807166;7591243807127;BRAL 500MG TAB EST DISP. X 100 TAB BIOTECH;0;217;BIOTECH;121.67;121.67;MEDICAMENTOS;NULL;DIPIRONA;0.00;0.00;0.000;0.000
96851;7591243807202;BRAL 500MG TAB X 20 BIOTECH;135;552;BIOTECH;24.00;22.80;MEDICAMENTOS;2023-09-25;DIPIRONA;1.00;5.00;0.000;0.000
21031;7591821210301;BRASARTAN 80MG CAPS. X 10 FARMA;48;0;FARMA;13.63;6.82;MEDICAMENTOS;NULL;VALSARTAN;1.00;50.00;0.000;0.000
21080;;BRASARTAN 80MG CAPS. X 10 MOROCHO FARMA;0;8;FARMA;13.63;13.63;MEDICAMENTOS;NULL;VALSARTAN;0.00;0.00;0.000;0.000
21048;7591821210486;BRASARTAN 80MG CAPS. X 30 - LF FARMA;24;14;FARMA;40.88;20.44;MEDICAMENTOS;2023-05-25;VALSARTAN;1.00;50.00;0.000;0.000
21075;7591821210752;BRASARTAN 80MG CAPS. X 30 MOROCHO FARMA;0;84;FARMA;40.88;40.88;MEDICAMENTOS;NULL;VALSARTAN;0.00;0.00;0.000;0.000
21061;7591821210615;BRASARTAN CTDN 80MG/12.5MG TAB X 10 FARMA;48;13;FARMA;14.31;12.88;MEDICAMENTOS;2023-07-25;VALSARTAN + CLORTALIDONA;1.00;10.00;0.000;0.000
21059;7591821210592;BRASARTAN CTDN 80MG/12.5MG TAB X 30 FARMA;46;10;FARMA;40.88;36.79;MEDICAMENTOS;NULL;VALSARTAN + CLORTALIDONA;1.00;10.00;0.000;0.000
90270;7591821902701;BREINOX 800mg TAB X 30 FARMA;208;17;FARMA;51.11;51.11;MEDICAMENTOS;2027-02-25;PIRACETAM ;0.00;0.00;0.000;0.000
72555;733739024107;BREWERS YEAST 10 GRAIN, 650MG X 200 TAB NOW;4;9;NOW;76.34;72.52;MEDICAMENTOS;NULL;LEVADURA DE CERVEZA;1.00;5.00;0.000;0.000
21327;7591818716755;BREXIN FORTE 650 mg x 10 TAB COFASA;3913;1;COFASA;5.42;4.61;MEDICAMENTOS;2024-08-25;ACETAMINOFEN;1.00;15.00;0.000;0.000
770933;7709897057571;BRILLO LABIAL COLOR ROJO CON OLOR E.M.E;0;6;E.M.E;17.20;17.20;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
21330;7591818112052;BROCANTOL, JARABE X 120 ML COFASA;11;0;COFASA;16.03;16.03;MEDICAMENTOS;NULL;AMBROXOL ;0.00;0.00;1.000;1.000
80737;7591243807370;BROFLEMA 8 MG/5 ML JARABE FCO 120 ML BIOTECH;2;4904;BIOTECH;15.57;14.79;MEDICAMENTOS;NULL;BROMHEXINA ;1.00;5.00;0.000;0.000
13012;7592601301585;BROLAT 5 MG-30MG /5ML SOL. ORAL X 60 ML MEYER;1882;9058;MEYER;20.76;20.76;MEDICAMENTOS;2024-01-25;AMBROXOL -LORATADINA ;0.00;0.00;1.000;6.000
31031;7592601301578;BROLAT 5 MG-30MG TABLETAS X 10  MEYER;751;856;MEYER;14.27;12.84;MEDICAMENTOS;2024-03-25;AMBROXOL -LORATADINA ;1.00;10.00;0.000;0.000
10155;7594000490204;BROMAZEPAM 6 MG X 30 COMP  ROWE;2796;1225;ROWE;27.26;27.26;PSICOTROPICOS;2024-08-25;BROMAZEPAM;0.00;0.00;0.000;0.000
65236;7594000850985;BROMEXINA JBE 4MG/5ML  X 120 ML BIOQUIMICA;359;946;BIOQUIMICA;9.90;9.70;MEDICAMENTOS;2024-02-25;BROMHEXINA ;1.00;2.00;0.000;0.000
51330;7591818132029;BROMEXINA, 4MG/5ML JBE X 100 ML. COFASA;774;289;COFASA;10.54;9.49;MEDICAMENTOS;2024-02-25;BROMHEXINA ;1.00;10.00;0.000;0.000
145070;7592454891448;BROMHEXINA 4 mg/5 ml JBE X 120ml PED LA SANTE;586;516;LA SANTE;12.42;12.05;MEDICAMENTOS;2024-03-25;BROMHEXINA ;1.00;3.00;0.000;0.000
061747;6921875011400;BROMURO D/IPRATROPIO INH 20 MCG X 200 KMPLUS;203;216;KMPLUS;81.16;81.16;MEDICAMENTOS;2023-11-25;BROMURO DE IPRATROPIO ;0.00;0.00;0.000;0.000
01533;7598252101536;BROMURO DE IPATROPIO 20MCG/200 DOSIS P/INH;284;224;DISTRILAB;73.04;62.08;MEDICAMENTOS;2024-09-25;BROMURO DE IPRATROPIO ;1.00;15.00;0.000;0.000
33581;793869810308;BROSIDUAL 100MG/300MG (BROM. PINAVERIO/SIMET);1;54;DROMEX SRL;23.62;23.62;MEDICAMENTOS;2022-10-25;BROMURO DE PINAVERIO-DIMETICONA (100 mg - 300 mg);0.00;0.00;0.000;0.000
140284;7592454000444;BROXOL FLEM 100 mg/15ml JBE X 120 ml PED OTC;13;0;PHARMETIQUE CS;17.95;17.95;MEDICAMENTOS;NULL;CARBOXIMETILCISTEINA;0.00;0.00;0.000;0.000
140280;7592454000437;BROXOL FLEM 750 mg/15 ml JBE X 120 ml AD otc;1;886;PHARMETIQUE CS;22.09;22.09;MEDICAMENTOS;NULL;CARBOXIMETILCISTEINA;0.00;0.00;0.000;0.000
143108;7592454889094;BROXOL FLEM GOTAS  OTC;632;347;PHARMETIQUE CS;13.81;13.81;MEDICAMENTOS;2024-02-25;CARBOXIMETILCISTEINA;0.00;0.00;1.000;1.000
140293;7592454536271;BROXOL TOS 150 MG/15ML JBE AD  X 120ML OTC;8;1;PHARMETIQUE CS;19.32;19.32;MEDICAMENTOS;NULL;OXOLAMINA ;0.00;0.00;0.000;0.000
140295;7592454536370;BROXOL TOS 28 MG/5ML JBE PED X 120ML PED SANT;442;1103;PHARMETIQUE CS;16.58;16.58;MEDICAMENTOS;2024-03-25;OXOLAMINA ;0.00;0.00;0.000;0.000
140291;7592454000734;BROXOLGRIP 125 mg-1mg JBE X 120 ml LA SANTE;325;312;PHARMETIQUE CS;11.05;11.05;MEDICAMENTOS;2024-03-25;ACETAMINOFEN -CLORFENIRAMINA ;0.00;0.00;0.000;0.000
143691;7592454889629;BROXOLGRIP 80mg-0,5mg SOL GOT PED X 30mL OTC;99;58;PHARMETIQUE CS;8.28;8.28;MEDICAMENTOS;2024-03-25;ACETAMINOFEN -CLORFENIRAMINA ;0.00;0.00;1.000;2.000
412125;7592090000075;BRUCEN CREMA DERMORESTAURADORA 30G;0;35;BRUPHARM;46.61;46.61;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
920954;7592090001454;BRUCEN ENJUAGUE BUCAL COOL MINT X 250 ML;66;117;BRUPHARM;21.59;21.59;MEDICAMENTOS;2024-09-25;BENCIDAMINA ;0.00;0.00;0.000;0.000
920961;7592090001461;BRUCEN ENJUAGUE BUCAL HIERBABUENA X 250 ML;0;120;BRUPHARM;21.59;21.59;MEDICAMENTOS;NULL;BENCIDAMINA ;0.00;0.00;0.000;0.000
920914;7592090001447;BRUCEN ENJUAGUE BUCAL MENTA X 250 ML;0;108;BRUPHARM;21.59;21.59;MEDICAMENTOS;NULL;BENCIDAMINA ;0.00;0.00;0.000;0.000
404297;7592090000167;BRUCEN LOCION CREMOSA CORPORAL  400ML;10;0;BRUPHARM;72.91;72.91;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
466758;7592090001546;BRUCETIN KIDS LOCION CORPORAL 200ML;5;0;BRUPHARM;50.32;50.32;MISCELANEOS;NULL;;0.00;0.00;0.000;0.000
81113;7591062901105;BRUDOL 200MG-65MG CO RE X 20 ELMOR;0;21;ELMOR;9.44;9.44;MEDICAMENTOS;NULL;IBUPROFENO -CAFEINA;0.00;0.00;0.000;0.000
811114;7591062901082;BRUDOL 400MG-65MG CORE X 20 ELMOR;10;12;ELMOR;12.76;12.76;MEDICAMENTOS;2023-11-25;IBUPROFENO -CAFEINA;0.00;0.00;0.000;0.000
81115;7591062902379;BRUGESIC 200 MG CO X 10 ELMOR;375;0;ELMOR;5.79;5.44;MEDICAMENTOS;2023-08-25;IBUPROFENO ;1.00;6.00;0.000;0.000
81116;7591062902546;BRUGESIC 400MG CO X 10 ELMOR;12;0;ELMOR;7.99;7.51;MEDICAMENTOS;NULL;IBUPROFENO ;1.00;6.00;0.000;0.000
81117;7591062902539;BRUGESIC 600MG CO X 10 ELMOR;21;0;ELMOR;12.46;11.71;MEDICAMENTOS;2023-07-25;IBUPROFENO ;1.00;6.00;0.000;0.000
36985;7592601200017;BUCLEN 5 MCG/5 ML 80 ML JBE PEDIAT MEYER;78;645;MEYER;18.56;18.19;MEDICAMENTOS;2023-12-25;CLENBUTEROL ;3.00;2.00;1.000;6.000
08101;7592601200925;BUCLEN PED  GTAS X 15 ML MEYER;0;392;MEYER;16.87;8.44;MEDICAMENTOS;NULL;CLENBUTEROL ;0.00;0.00;1.000;1.000
144856;7592454891332;BUCOXOLGAR 0,15-0,25% FRU R SOLTOPX120mL;218;357;PHARMETIQUE CS;11.05;7.74;MEDICAMENTOS;2024-02-25;LIDOCAINA CLORH+DECUALINO CLORH;1.00;30.00;0.000;0.000
144857;7592454891349;BUCOXOLGAR 0,15-0,25% MENTA SOLTOPX120mL;55;590;PHARMETIQUE CS;9.95;6.97;MEDICAMENTOS;2024-01-25;LIDOCAINA CLORH+DECUALINO CLORH;1.00;30.00;0.000;0.000
144858;7592454891356;BUCOXOLGAR 0,15-0,25% MIEL SOL TOPX120mL;416;244;PHARMETIQUE CS;11.05;7.74;MEDICAMENTOS;2024-02-25;LIDOCAINA CLORH+DECUALINO CLORH;1.00;30.00;0.000;0.000
144853;7592454891363;BUCOXOLGAR 3-1mg FRUTOS RO TAB MAST X 10;189;109;PHARMETIQUE CS;9.67;9.67;MEDICAMENTOS;2024-03-25;LIDOCAINA CLORH+DECUALINO CLORH;0.00;0.00;0.000;0.000
144854;7592454891370;BUCOXOLGAR 3mg-1mg MENTA TAB MAST X 10;42;1;PHARMETIQUE CS;9.67;9.67;MEDICAMENTOS;2024-03-25;LIDOCAINA CLORH+DECUALINO CLORH;0.00;0.00;0.000;0.000
144855;7592454891387;BUCOXOLGAR 3mg-1mg MIEL LI TAB MAST X 10;179;226;PHARMETIQUE CS;9.67;5.80;MEDICAMENTOS;2024-03-25;LIDOCAINA CLORH+DECUALINO CLORH;1.00;40.00;0.000;0.000
11953;7591196007162;BUDECORT 1MG/ML SUSP P/INHALAR X 10ML OFTALMI;8368;1268;OFTALMI;21.90;20.81;MEDICAMENTOS;2023-11-25;BUDESONIDA ;1.00;5.00;0.000;0.000
11954;7591196000644;BUDENAS 1MG/ML 100MCG/DOSIS SUSP ATOM. NASAL;902;0;OFTALMI;33.29;33.29;MEDICAMENTOS;2024-01-25;BUDESONIDA ;0.00;0.00;0.000;0.000
10953;7591196006134;BUDENAS SUSPENSION NASAL 15 ML OFTALMI;2879;0;OFTALMI;28.89;28.89;MEDICAMENTOS;2024-01-25;BUDESONIDA ;0.00;0.00;0.000;0.000
01526;7598252101529;BUDESONIDA 200MCG / 200 DOSIS AER P/INH;246;279;DISTRILAB;68.73;58.42;MEDICAMENTOS;2024-07-25;BUDESONIDA ;1.00;15.00;0.000;0.000
24212;8904307701009;BUDEWELL-200 (BUDESONIDA 200MCG) AEROSOL 7,2G;201;0;WELLONA PHARMA;53.83;45.76;MEDICAMENTOS;2024-02-25;BUDESONIDA ;1.00;15.00;0.000;0.000
68958;7591955001004;BUMELEX 0,5 MG/ML. AMP.X 3 AMP COM ROWE;57;92;ROWE;18.00;18.00;INYECTABLES;2024-10-25;BUMETANIDA;0.00;0.00;0.000;0.000
69858;7591955000991;BUMELEX 1MG X 16 COMP ROWE;1;423;ROWE;20.77;20.77;MEDICAMENTOS;NULL;BUMETANIDA;0.00;0.00;0.000;0.000
140299;7703763861002;BUMETIN RETARD 300 MG TAB X 20 GALENO;236;255;PHARMETIQUE;28.62;28.62;MEDICAMENTOS;2024-03-25;TRIMEBUTINA ;0.00;0.00;0.000;0.000
13487-1;8906012340337;BUPROX 800MG X 100 TAB HERO PHARMA;0;252;VIDA LABS;50.86;50.86;MEDICAMENTOS;NULL;IBUPROFENO ;0.00;0.00;0.000;0.000
7597468-1;7597467000498;BURETAS CALIBRADA 100ML CAJA X 10 PLUSMEDIC;19;59;PLUSMEDIC;152.63;137.37;DESCARTABLES;2026-04-25;;1.00;10.00;0.000;0.000
890157;8904306502157;BUTIDE 10MG X 100 TAB PRISM;62;48;PRISM;79.49;79.49;MEDICAMENTOS;2024-07-25;HIOSCINA N-BUTIL BROMURO;0.00;0.00;0.000;0.000
720129;720524031129;BUTILBROMURO DE HIOSCINA 10MG X 14 TAB LATTAN;1378;335;LATTAN;21.53;19.38;INYECTABLES;2024-05-25;HIOSCINA N-BUTIL BROMURO;1.00;10.00;0.000;0.000
14736;7597134002190;CAL-MAG  X 70 CAP LA ABEJITA;19;115;LA ABEJITA;25.95;25.95;PATENTADOS NATURALES;2023-11-25;CALCIO-MAGNESIO;0.00;0.00;0.000;0.000
8000086;7591808000086;CALAMINOL FRESH GEL 90G VITA;18;58;VITA C.A.;13.22;13.22;MEDICAMENTOS;2024-11-25;VITAMINA A -VITAMINA D -ZINC;0.00;0.00;0.000;0.000
759748;75971748;CALAMINOL FRESH LOTION 104ML (3,5OZ)G VITA;0;114;VITA C.A.;13.49;13.49;MEDICAMENTOS;NULL;VITAMINA A -VITAMINA D -ZINC;0.00;0.00;0.000;0.000
8525077;7591808525077;CALAMINOL PICALIV  16G;8;40;VITA C.A.;10.62;10.62;MEDICAMENTOS;2024-06-25;VITAMINA A -VITAMINA D -ZINC;0.00;0.00;0.000;0.000
10101;7591821101029;CALCIBON C/VIT D 315mg/200UI TAB X 30-M FARMA;144;0;FARMA;36.99;34.40;MEDICAMENTOS;NULL;CITRATO DE CALCIO - VITAMINA D2 (315 mg - 200 UI);1.00;7.00;0.000;0.000
